"age","juv_fel_count","decile_score","juv_misd_count","juv_other_count","v_decile_score","priors_count","sex","two_year_recid","race","c_jail_in","c_jail_out","c_offense_date","screening_date","in_custody","out_custody"
"27","0","6","1","0","3","6","Male","1","African-American","0.823554457974964","0.826109171421272","0.823554457974964","0.823554457974964","0.839989781146215","0.840074938261092"
"33","0","1","0","0","1","0","Male","0","Other","0.819041130886486","0.819126288001363","0.819041130886486","0.819126288001363","0.819041130886486","0.819126288001363"
"56","0","1","0","0","1","0","Female","0","African-American","0.805330835391297","0.805586306735928","0.80524567827642","0.805330835391297","0.805330835391297","0.805586306735928"
"45","0","1","0","0","1","6","Male","1","Hispanic","0.783275142638167","0.803883164438389","0.783275142638167","0.783360299753044","0.783275142638167","0.803883164438389"
"22","0","4","0","0","6","1","Male","0","Hispanic","0.794515881801925","0.794601038916801","0.794515881801925","0.794601038916801","0.794515881801925","0.794601038916801"
"29","0","6","0","0","3","5","Male","1","African-American","0.782849357063783","0.78293451417866","0.782849357063783","0.782849357063783","0.80439410712765","0.804479264242527"
"22","0","3","0","0","3","1","Male","1","African-American","0.802435493485481","0.803883164438389","0.802350336370604","0.802435493485481","0.824235714893979","0.826024014306395"
"22","0","8","0","0","6","0","Male","0","Caucasian","0.786425955888615","0.791365068551477","0.786425955888615","0.786511113003491","0.792727582389509","0.794515881801925"
"26","0","4","0","0","3","1","Female","1","African-American","0.808737119986375","0.808907434216129","0.808737119986375","0.808822277101252","0.809759005364898","0.814698118027761"
"27","0","7","0","0","8","1","Male","1","Caucasian","0.826875585455165","0.828493570637827","0.826790428340288","0.830537341394874","0.859746231797667","0.871412756535809"
"32","0","2","0","0","1","0","Male","0","African-American","0.787532998382015","0.787618155496892","0.787532998382015","0.787618155496892","0.787532998382015","0.787618155496892"
"30","0","10","0","0","9","8","Male","1","African-American","0.786596270118368","0.786681427233245","0.786596270118368","0.786681427233245","0.791365068551477","0.791450225666354"
"20","0","5","0","0","8","0","Male","1","Other","0.805671463850805","0.805756620965682","0.805671463850805","0.805756620965682","0.815890317636038","0.851911777228987"
"22","1","9","0","0","10","2","Male","1","African-American","0.814698118027761","0.81725283147407","0.814698118027761","0.814698118027761","0.814698118027761","0.81725283147407"
"36","0","7","0","0","6","9","Male","1","African-American","0.823469300860087","0.823809929319595","0.82338414374521","0.823469300860087","0.823469300860087","0.823809929319595"
"26","0","8","0","0","4","7","Male","1","Caucasian","0.783275142638167","0.783275142638167","0.78318998552329","0.783275142638167","0.820659116069148","0.821510687217917"
"21","0","6","0","0","6","1","Male","1","Other","0.791620539896108","0.791961168355616","0.791535382781231","0.791620539896108","0.813165289959976","0.821510687217917"
"25","0","8","0","0","9","9","Male","1","Caucasian","0.842799965937154","0.842885123052031","0.842799965937154","0.842885123052031","0.861279059865452","0.861449374095206"
"20","0","7","0","0","8","0","Female","0","Caucasian","0.809248062675637","0.809333219790514","0.809248062675637","0.809333219790514","0.809248062675637","0.809333219790514"
"39","0","1","0","0","1","2","Male","1","Caucasian","0.785829856084476","0.785829856084476","0.785744698969599","0.78600017031423","0.791365068551477","0.79323852507877"
"66","0","1","0","0","1","3","Male","0","Caucasian","0.803201907519373","0.805756620965682","0.803201907519373","0.808651962871498","0.803201907519373","0.805756620965682"
"54","0","1","0","0","1","0","Female","0","Caucasian","0.791194754321724","0.791194754321724","0.791109597206847","0.791194754321724","0.791194754321724","0.791194754321724"
"44","0","1","0","0","1","0","Female","0","Hispanic","0.801839393681342","0.801924550796219","0.801839393681342","0.802009707911096","0.801839393681342","0.801924550796219"
"19","0","4","0","0","7","1","Male","1","African-American","0.83956399557183","0.840330409605723","0.83956399557183","0.8404155667206","0.849271906667802","0.849782849357064"
"30","0","2","0","0","2","1","Male","0","African-American","0.803627693093758","0.803712850208635","0.803627693093758","0.803712850208635","0.803627693093758","0.803712850208635"
"39","0","1","0","0","1","0","Female","1","Caucasian","0.80328706463425","0.803457378864004","0.80328706463425","0.803372221749127","0.80328706463425","0.803457378864004"
"24","0","6","1","2","6","8","Male","1","Caucasian","0.790768968747339","0.791790854125862","0.790854125862216","0.790854125862216","0.790768968747339","0.791790854125862"
"30","0","4","0","0","2","0","Male","0","Caucasian","0.802690964830112","0.803201907519373","0.802690964830112","0.802776121944988","0.845099208038832","0.847398450140509"
"31","0","5","0","0","2","0","Male","0","Caucasian","0.817678617048454","0.820999744528655","0.817678617048454","0.817763774163331","0.817678617048454","0.820999744528655"
"39","0","4","0","0","3","1","Female","0","Caucasian","0.787022055692753","0.796133866984587","0.787022055692753","0.78710721280763","0.820488801839394","0.820914587413778"
"43","0","1","0","0","1","1","Male","0","Caucasian","0.799029208890403","0.79911436600528","0.799029208890403","0.801583922336711","0.799029208890403","0.79911436600528"
"21","0","9","0","0","6","3","Male","1","African-American","0.787362684152261","0.787873626841523","0.787362684152261","0.787447841267138","0.789491612024185","0.815209060717023"
"38","0","4","0","0","3","5","Male","1","Caucasian","0.783530613982798","0.783786085327429","0.783530613982798","0.783615771097675","0.788299412415907","0.788384569530784"
"34","0","5","0","0","5","0","Male","0","Caucasian","0.786170484543984","0.787447841267138","0.786170484543984","0.786170484543984","0.823724772204718","0.829600613131227"
"33","0","5","0","0","2","5","Male","1","African-American","0.809588691135144","0.809588691135144","0.809503534020267","0.809588691135144","0.809588691135144","0.809588691135144"
"37","0","2","0","0","1","3","Male","0","African-American","0.809673848250021","0.809759005364898","0.809673848250021","0.809673848250021","0.81835987396747","0.818955973771609"
"42","0","2","0","0","2","1","Male","1","Caucasian","0.788640040875415","0.788725197990292","0.788554883760538","0.788640040875415","0.788640040875415","0.788725197990292"
"41","0","9","1","0","7","10","Male","1","African-American","0.803457378864004","0.818445031082347","0.803457378864004","0.803457378864004","0.827727156603934","0.831218598313889"
"22","0","4","0","0","7","0","Male","1","African-American","0.80916290556076","0.809248062675637","0.80916290556076","0.809248062675637","0.873626841522609","0.873626841522609"
"33","0","8","12","2","5","28","Male","1","African-American","0.8141871753385","0.814357489568253","0.8141871753385","0.814272332453376","0.821340372988163","0.82142553010304"
"31","0","7","0","0","8","1","Male","0","African-American","0.806608192114451","0.806693349229328","0.806608192114451","0.806693349229328","0.806608192114451","0.806693349229328"
"30","0","2","0","0","2","1","Female","0","Other","0.807885548837605","0.807970705952482","0.807885548837605","0.807970705952482","0.816230946095546","0.816912203014562"
"27","0","9","0","0","4","3","Male","1","African-American","0.8404155667206","0.840500723835476","0.8404155667206","0.840500723835476","0.8404155667206","0.840500723835476"
"52","0","9","0","0","6","3","Male","0","Caucasian","0.799965937154049","0.800051094268926","0.799965937154049","0.800136251383803","0.799965937154049","0.800051094268926"
"64","0","1","0","0","1","2","Female","0","Caucasian","0.816997360129439","0.816997360129439","0.816912203014562","0.820999744528655","0.816997360129439","0.816997360129439"
"22","0","6","0","0","8","4","Male","1","Caucasian","0.829345141786596","0.830537341394874","0.829345141786596","0.832410797922166","0.844247636890062","0.845865622072724"
"42","0","3","0","0","1","6","Male","0","Caucasian","0.804053478668143","0.804053478668143","0.803968321553266","0.80439410712765","0.839138209997445","0.846461721876863"
"30","0","2","0","0","2","1","Male","0","Caucasian","0.808055863067359","0.808396491526867","0.808055863067359","0.809759005364898","0.808055863067359","0.808396491526867"
"37","0","2","0","0","1","2","Female","0","Other","0.813165289959976","0.81333560418973","0.794345567572171","0.813250447074853","0.813165289959976","0.81333560418973"
"28","0","2","0","0","3","0","Male","1","Caucasian","0.843310908626416","0.843396065741293","0.843310908626416","0.843396065741293","0.84850549263391","0.84850549263391"
"24","0","2","0","0","3","0","Female","0","African-American","0.816486417440177","0.816656731669931","0.816486417440177","0.816571574555054","0.816486417440177","0.816656731669931"
"29","0","4","1","0","2","10","Female","1","Caucasian","0.840756195180107","0.841352294984246","0.840756195180107","0.840841352294984","0.844247636890062","0.847483607255386"
"44","0","2","0","0","1","2","Male","1","Caucasian","0.815634846291408","0.815634846291408","0.815549689176531","0.815634846291408","0.815634846291408","0.815634846291408"
"30","0","5","0","0","5","4","Female","1","Hispanic","0.81835987396747","0.81835987396747","0.818274716852593","0.821340372988163","0.852933662607511","0.873456527292855"
"32","0","7","0","0","3","3","Male","1","African-American","0.782338414374521","0.783019671293537","0.782338414374521","0.782423571489398","0.817593459933577","0.818274716852593"
"31","0","3","0","0","3","2","Male","1","Caucasian","0.802009707911096","0.80328706463425","0.802009707911096","0.803372221749127","0.802009707911096","0.80328706463425"
"31","0","2","0","0","3","1","Male","0","African-American","0.783615771097675","0.783700928212552","0.783615771097675","0.783700928212552","0.783615771097675","0.783700928212552"
"59","0","2","0","0","1","1","Male","1","Caucasian","0.790002554713446","0.790087711828323","0.790002554713446","0.790087711828323","0.818189559737716","0.822873201055948"
"43","0","1","0","0","1","0","Female","0","Caucasian","0.793664310653155","0.793749467768032","0.793664310653155","0.793664310653155","0.793664310653155","0.793749467768032"
"38","1","8","1","0","4","9","Male","1","African-American","0.82253257259644","0.823639615089841","0.82253257259644","0.822617729711317","0.833602997530444","0.833688154645321"
"32","0","6","0","0","5","11","Male","1","African-American","0.843225751511539","0.843310908626416","0.843225751511539","0.843396065741293","0.845439836498339","0.84850549263391"
"33","0","5","0","0","2","8","Male","1","African-American","0.812824661500468","0.812909818615345","0.812824661500468","0.812909818615345","0.861193902750575","0.861193902750575"
"31","0","3","0","0","2","0","Female","1","African-American","0.83845695307843","0.838627267308184","0.83845695307843","0.838542110193307","0.845014050923955","0.847994549944648"
"33","0","9","0","0","9","7","Female","1","African-American","0.783104828408414","0.785318913395214","0.783104828408414","0.78318998552329","0.806608192114451","0.808226177297113"
"27","0","9","0","0","8","2","Male","1","African-American","0.791194754321724","0.7912799114366","0.791194754321724","0.7912799114366","0.792812739504386","0.792812739504386"
"20","0","6","0","0","8","0","Female","0","African-American","0.811291833432683","0.811291833432683","0.811206676317806","0.811291833432683","0.811291833432683","0.811291833432683"
"26","0","6","0","0","3","0","Female","0","Caucasian","0.815464532061654","0.815549689176531","0.815464532061654","0.815634846291408","0.815464532061654","0.815549689176531"
"61","0","1","0","0","1","1","Female","1","African-American","0.79213148258537","0.792216639700247","0.79213148258537","0.792216639700247","0.79213148258537","0.792216639700247"
"52","0","7","0","0","6","13","Male","1","Other","0.793664310653155","0.793834624882909","0.793664310653155","0.793749467768032","0.796815123903602","0.796815123903602"
"29","0","4","0","0","4","1","Male","0","Hispanic","0.803372221749127","0.803457378864004","0.803372221749127","0.803457378864004","0.803372221749127","0.803457378864004"
"26","0","4","0","0","4","2","Female","1","African-American","0.788043941071277","0.788129098186153","0.788043941071277","0.788129098186153","0.788043941071277","0.788129098186153"
"55","0","1","0","0","1","3","Male","0","African-American","0.793068210849016","0.793153367963893","0.79298305373414","0.797411223707741","0.793068210849016","0.793153367963893"
"39","1","4","0","0","4","1","Male","0","Caucasian","0.816827045899685","0.817167674359193","0.674529506940305","0.816912203014562","0.816827045899685","0.817167674359193"
"30","0","7","0","0","4","3","Female","1","Caucasian","0.792642425274632","0.837775696159414","0.792557268159755","0.792642425274632","0.792642425274632","0.837775696159414"
"30","0","7","0","0","8","1","Male","0","African-American","0.787447841267138","0.793408839308524","0.787362684152261","0.787447841267138","0.818700502426978","0.818955973771609"
"48","0","2","0","0","1","2","Male","0","Caucasian","0.805075364046666","0.805160521161543","0.805075364046666","0.805160521161543","0.805075364046666","0.805160521161543"
"46","0","1","0","0","1","6","Male","1","Caucasian","0.787703312611769","0.789661926253938","0.78318998552329","0.785829856084476","0.787703312611769","0.789661926253938"
"49","0","6","0","0","2","6","Female","0","Caucasian","0.815209060717023","0.815634846291408","0.815209060717023","0.819977859150132","0.815209060717023","0.815634846291408"
"31","0","5","0","0","4","0","Male","0","Caucasian","0.791620539896108","0.791790854125862","0.791535382781231","0.791620539896108","0.852848505492634","0.857106361236481"
"25","0","2","0","0","3","1","Male","1","African-American","0.804308950012774","0.804479264242527","0.804308950012774","0.80439410712765","0.807033977688836","0.807374606148344"
"23","0","3","0","0","5","0","Male","0","Hispanic","0.803627693093758","0.803627693093758","0.803542535978881","0.803712850208635","0.803627693093758","0.803627693093758"
"32","0","7","0","0","3","5","Female","0","African-American","0.786340798773738","0.786425955888615","0.786340798773738","0.786425955888615","0.786340798773738","0.786425955888615"
"52","0","1","0","0","1","2","Male","0","Hispanic","0.787618155496892","0.787873626841523","0.787618155496892","0.787703312611769","0.796900281018479","0.799880780039172"
"62","0","4","0","0","1","8","Male","0","African-American","0.785318913395214","0.786681427233245","0.785233756280337","0.785318913395214","0.785318913395214","0.786681427233245"
"37","0","10","0","0","4","6","Female","0","Caucasian","0.782423571489398","0.791450225666354","0.782338414374521","0.791790854125862","0.82730137102955","0.843310908626416"
"55","0","1","0","0","1","1","Male","0","Caucasian","0.799965937154049","0.801498765221834","0.799965937154049","0.803798007323512","0.799965937154049","0.801498765221834"
"28","0","6","0","0","6","6","Male","1","African-American","0.788725197990292","0.788810355105169","0.788725197990292","0.788810355105169","0.880694882057396","0.882057395895427"
"54","0","1","0","0","1","2","Male","0","Hispanic","0.802690964830112","0.818700502426978","0.802690964830112","0.802776121944988","0.802690964830112","0.818700502426978"
"58","0","2","0","0","1","0","Male","0","Hispanic","0.788384569530784","0.788469726645661","0.788384569530784","0.788469726645661","0.8141871753385","0.820744273184025"
"78","0","1","0","0","1","1","Male","1","Caucasian","0.83564676828749","0.835731925402367","0.83564676828749","0.835731925402367","0.83564676828749","0.835731925402367"
"56","0","1","0","0","1","0","Male","0","Caucasian","0.818530188197224","0.818615345312101","0.818530188197224","0.818615345312101","0.818530188197224","0.818615345312101"
"24","0","2","0","0","4","0","Male","0","Other","0.81444264668313","0.814612960912884","0.81444264668313","0.814527803798007","0.81444264668313","0.814612960912884"
"38","2","8","2","1","5","22","Male","1","African-American","0.831899855232905","0.834795197138721","0.831814698118028","0.834795197138721","0.865877544068807","0.868261943285361"
"22","0","5","0","0","5","1","Male","1","African-American","0.823043515285702","0.823043515285702","0.822958358170825","0.823043515285702","0.823043515285702","0.823043515285702"
"47","0","8","0","0","1","23","Male","1","African-American","0.785063442050583","0.78514859916546","0.785063442050583","0.78514859916546","0.785915013199353","0.788810355105169"
"23","0","2","0","0","4","0","Male","1","African-American","0.813761389764115","0.813846546878992","0.813761389764115","0.813846546878992","0.828834199097335","0.829600613131227"
"57","0","1","0","0","1","1","Male","0","Hispanic","0.807630077492975","0.809333219790514","0.807630077492975","0.807630077492975","0.807630077492975","0.809333219790514"
"38","0","5","0","0","2","2","Female","1","Caucasian","0.795537767180448","0.795622924295325","0.795537767180448","0.798518266201141","0.811717619007068","0.812398875926084"
"66","0","1","0","0","1","3","Male","0","African-American","0.79519713872094","0.795367452950694","0.79519713872094","0.79604870986971","0.79519713872094","0.795367452950694"
"45","0","4","0","0","3","8","Male","1","Caucasian","0.817423145703824","0.823469300860087","0.817423145703824","0.817423145703824","0.867154900791961","0.868091629055608"
"32","0","10","0","0","7","13","Male","1","African-American","0.82730137102955","0.835561611172614","0.802605807715235","0.802690964830112","0.82730137102955","0.835561611172614"
"37","0","9","0","0","8","2","Male","1","African-American","0.812739504385591","0.812739504385591","0.812739504385591","0.812739504385591","0.821595844332794","0.824320872008856"
"39","0","4","0","0","4","0","Male","1","Caucasian","0.818530188197224","0.818615345312101","0.818530188197224","0.818530188197224","0.818530188197224","0.818615345312101"
"26","0","9","0","0","8","9","Male","1","African-American","0.8404155667206","0.847142978795878","0.840330409605723","0.8404155667206","0.855147747594312","0.864174401771268"
"45","0","3","0","0","4","2","Male","0","Caucasian","0.784893127820829","0.815464532061654","0.784893127820829","0.784978284935706","0.784893127820829","0.815464532061654"
"23","0","3","0","0","4","0","Male","1","African-American","0.823128672400579","0.823213829515456","0.823128672400579","0.823213829515456","0.850464106276079","0.86689942944733"
"34","0","2","0","0","1","2","Male","0","African-American","0.815975474750915","0.818189559737716","0.815890317636038","0.815975474750915","0.880524567827642","0.882483181469812"
"23","0","4","0","0","4","1","Female","0","African-American","0.802009707911096","0.802094865025973","0.802009707911096","0.802094865025973","0.802009707911096","0.802094865025973"
"36","0","3","0","0","1","2","Male","1","Other","0.815634846291408","0.815890317636038","0.815634846291408","0.815720003406285","0.8666439581027","0.873201055948225"
"50","0","1","0","0","1","1","Male","0","Caucasian","0.803968321553266","0.80413863578302","0.803968321553266","0.804308950012774","0.879162053989611","0.879247211104488"
"37","0","3","0","0","1","0","Female","0","Caucasian","0.808737119986375","0.808737119986375","0.808737119986375","0.808822277101252","0.808737119986375","0.808737119986375"
"44","0","4","0","0","4","4","Male","0","Caucasian","0.782764199948906","0.782849357063783","0.782764199948906","0.782764199948906","0.782764199948906","0.782849357063783"
"35","0","9","1","0","9","23","Female","1","African-American","0.829770927360981","0.829941241590735","0.829770927360981","0.829856084475858","0.829770927360981","0.829941241590735"
"26","0","10","0","0","8","2","Male","1","African-American","0.791365068551477","0.791450225666354","0.791365068551477","0.791450225666354","0.864004087541514","0.865536915609299"
"27","0","2","0","0","3","0","Male","0","African-American","0.789406454909308","0.789661926253938","0.789406454909308","0.789491612024185","0.789406454909308","0.789661926253938"
"28","0","8","0","0","6","0","Female","0","African-American","0.807970705952482","0.810440262283914","0.807885548837605","0.807970705952482","0.807970705952482","0.810440262283914"
"28","0","9","0","0","6","7","Female","1","Caucasian","0.806267563654943","0.80635272076982","0.806267563654943","0.80635272076982","0.87192369922507","1"
"38","0","1","0","0","1","2","Male","0","African-American","0.788895512220046","0.788980669334923","0.788895512220046","0.788980669334923","0.794175253342417","0.794175253342417"
"27","0","4","0","0","3","2","Male","0","Caucasian","0.815123903602146","0.818189559737716","0.815123903602146","0.818189559737716","0.815123903602146","0.818189559737716"
"56","0","1","0","0","1","7","Male","1","Caucasian","0.788895512220046","0.788980669334923","0.788895512220046","0.788980669334923","0.788895512220046","0.788980669334923"
"38","0","9","0","0","3","15","Male","0","African-American","0.786425955888615","0.786596270118368","0.786425955888615","0.786511113003491","0.786425955888615","0.786596270118368"
"28","0","5","0","0","4","2","Male","0","African-American","0.808055863067359","0.808141020182236","0.625308694541429","0.808141020182236","0.808055863067359","0.808141020182236"
"51","0","1","0","0","1","0","Female","1","Caucasian","0.814357489568253","0.81444264668313","0.814357489568253","0.81444264668313","0.828834199097335","0.83453972579409"
"51","0","2","0","0","2","0","Male","0","Caucasian","0.808055863067359","0.808141020182236","0.808055863067359","0.808141020182236","0.808055863067359","0.808141020182236"
"36","0","1","0","0","1","1","Male","1","Other","0.782764199948906","0.782849357063783","0.782764199948906","0.782849357063783","0.802350336370604","0.802350336370604"
"48","0","1","0","0","1","0","Male","0","African-American","0.783275142638167","0.783360299753044","0.783275142638167","0.783360299753044","0.783275142638167","0.783360299753044"
"30","0","7","0","0","4","2","Female","0","African-American","0.793493996423401","0.793749467768032","0.793493996423401","0.793579153538278","0.793493996423401","0.793749467768032"
"41","0","6","0","0","3","5","Female","0","African-American","0.808566805756621","0.808566805756621","0.808481648641744","0.808566805756621","0.808566805756621","0.808566805756621"
"27","0","10","0","0","9","11","Male","1","African-American","0.791876011240739","0.810866047858299","0.791876011240739","0.791961168355616","0.791876011240739","0.810866047858299"
"37","0","1","0","0","1","0","Male","0","African-American","0.786255641658861","0.786425955888615","0.786255641658861","0.786340798773738","0.860427488716682","0.861534531210083"
"33","0","4","0","0","2","4","Male","1","Other","0.823554457974964","0.823724772204718","0.823469300860087","0.823554457974964","0.823554457974964","0.823724772204718"
"54","0","9","0","0","9","11","Male","0","African-American","0.79298305373414","0.804053478668143","0.79298305373414","0.793068210849016","0.79298305373414","0.804053478668143"
