"","age","educ","occ","sex","wageinc","wkswrkd"
"220",69.3700740586501,"zzzOther","101","1",3800,14
"221",49.8570547646377,"zzzOther","141","1",59000,52
"222",42.4502434765454,"zzzOther","141","1",92000,52
"223",47.8215563402046,"zzzOther","102","2",53000,52
"224",38.3745978926308,"zzzOther","100","1",25000,52
"225",28.2799825167749,"zzzOther","100","1",25000,52
"226",28.9030266301706,"zzzOther","101","1",47900,52
"227",34.6373113659211,"zzzOther","100","1",0,52
"228",42.1048865793273,"zzzOther","141","1",130000,52
"229",46.4562664779369,"zzzOther","101","1",104000,52
"230",50.3684550954495,"zzzOther","100","2",35000,52
"231",38.6769626513124,"zzzOther","141","1",130000,40
"232",25.5082414906938,"zzzOther","140","2",15000,52
"233",25.2013686262071,"zzzOther","102","1",30000,52
"234",38.3477970957756,"14","102","1",120000,52
"235",24.5311015131883,"zzzOther","100","2",18000,52
"236",31.5587303829379,"zzzOther","102","1",40000,52
"237",34.012798513053,"zzzOther","102","1",70000,52
"238",19.6018984883558,"zzzOther","100","2",4800,16
"239",46.2579564419575,"14","101","1",70000,52
"240",29.2201774113346,"zzzOther","102","1",61000,52
"241",23.121567261871,"zzzOther","100","1",1200,24
"242",24.2638806537725,"zzzOther","141","2",12000,25
"243",39.679378306726,"zzzOther","101","1",29000,52
"244",34.9946301563177,"zzzOther","100","1",78000,52
"245",20.6772464748938,"zzzOther","101","1",5000,30
"246",21.8124664141797,"zzzOther","102","1",4000,12
"247",29.7249293795321,"zzzOther","101","1",2500,2
"248",29.7027972845826,"zzzOther","101","1",45000,52
"249",36.8181212451309,"zzzOther","106","2",60000,52
"250",56.0207084645517,"14","101","2",44100,29
"251",51.7497788479086,"zzzOther","100","2",26000,52
"252",47.2752108224668,"14","100","1",60000,42
"253",32.6154241797049,"14","100","1",56000,52
"254",36.112405649852,"zzzOther","101","1",24000,52
"255",33.045863684034,"zzzOther","101","1",36000,52
"256",46.2551374945324,"zzzOther","106","1",24000,12
"257",30.1685293102637,"zzzOther","100","1",12200,24
"258",37.7872614176013,"zzzOther","102","1",63000,52
"259",38.6325219972059,"zzzOther","100","1",35000,52
"260",50.6960705106612,"zzzOther","102","1",68000,52
"261",55.2679397247266,"zzzOther","100","2",44000,52
"262",40.1030054620933,"zzzOther","101","1",62000,52
"263",30.5818928647786,"zzzOther","100","2",84000,52
"264",38.8692685943097,"zzzOther","100","2",45000,52
"265",42.5386937246658,"zzzOther","100","2",34000,52
"266",52.9231695905328,"zzzOther","102","1",5000,52
"267",32.3118601236492,"zzzOther","102","1",50000,52
"268",46.2055667559616,"zzzOther","106","1",0,52
"269",30.3455766609404,"14","141","2",55000,52
"270",44.946843221318,"16","102","1",45000,52
"271",43.6511257076636,"zzzOther","101","1",12000,52
"272",40.7601050832309,"14","102","1",85000,52
"273",43.2232705038041,"zzzOther","102","2",48000,52
"274",48.1564539163373,"zzzOther","101","2",26000,26
"275",45.0416661647614,"zzzOther","100","2",48700,50
"276",36.6717543138657,"zzzOther","102","2",0,0
"277",33.2612220568117,"14","102","1",100000,48
"278",29.3808213418815,"zzzOther","100","1",78000,52
"279",51.7261238249484,"zzzOther","100","2",49900,46
"280",37.1283439914696,"zzzOther","102","1",60000,52
"281",32.8015727428719,"zzzOther","141","1",2200,35
"282",48.1518479378428,"14","100","2",22600,26
"283",48.0605027698912,"zzzOther","101","1",30000,25
"284",29.3863089294173,"zzzOther","100","2",27300,52
"285",29.8365392975975,"zzzOther","100","1",32000,48
"286",34.0854124864563,"zzzOther","100","2",27500,52
"287",46.6093854599167,"zzzOther","100","1",50000,52
"288",22.2973345173523,"zzzOther","101","1",8000,8
"289",22.2849010527134,"zzzOther","101","1",5000,30
"290",23.4493994018994,"zzzOther","102","1",16000,37
"291",49.7116284905933,"zzzOther","100","2",34800,52
"292",26.3078524484299,"zzzOther","101","1",10000,52
"293",24.700053753797,"zzzOther","100","1",11000,52
"294",21.8689588152338,"zzzOther","141","1",4000,16
"295",29.7348177139647,"14","140","1",56000,45
"296",33.9681711948942,"zzzOther","102","2",24000,48
"297",39.6933590774424,"14","106","2",30000,52
"298",51.7990526759531,"zzzOther","141","1",30000,52
"299",69.5502454412635,"16","100","1",0,20
"300",19.0045629132073,"zzzOther","140","1",0,0
"301",23.5409462060779,"zzzOther","101","1",18000,52
"302",42.8697085389867,"zzzOther","106","1",99000,52
"303",28.7079150634818,"zzzOther","101","1",23000,50
"304",31.6071044621058,"zzzOther","101","1",32000,52
"305",62.7531024024356,"zzzOther","102","2",41300,52
"306",34.617379370844,"zzzOther","101","1",32000,47
"307",45.999346002005,"zzzOther","100","1",32000,52
"308",36.0553698216099,"zzzOther","100","1",85000,52
"309",56.3555687062908,"zzzOther","140","1",26000,24
"310",32.6949026002549,"zzzOther","102","1",0,0
"311",48.4037368181162,"zzzOther","100","2",41000,52
"312",39.8214819317218,"14","141","1",76000,22
"313",20.8331786973868,"zzzOther","100","2",3000,52
"314",51.927045088727,"zzzOther","102","1",68000,52
"315",20.4352765001822,"zzzOther","101","2",4800,12
"316",20.2613874212839,"zzzOther","100","1",7200,52
"317",44.0973458955996,"14","101","1",42000,52
"318",24.6900744270533,"zzzOther","101","1",47000,52
"319",48.1589979317505,"zzzOther","100","1",46000,52
"320",33.1947917777579,"zzzOther","100","2",23100,50
"321",57.153538413113,"zzzOther","102","1",41400,52
"322",22.1206296465825,"zzzOther","101","2",9600,12
"323",53.9835522042122,"zzzOther","100","1",48000,52
"324",55.8897214450408,"zzzOther","100","2",40000,52
"325",37.8280367096886,"zzzOther","101","1",50000,52
"326",30.3324663732201,"zzzOther","100","2",68000,52
"327",33.6539000654593,"14","102","1",65000,52
"328",48.3958782183472,"zzzOther","102","1",104000,52
"329",43.4462346162181,"zzzOther","102","1",88000,52
"330",47.1987597201951,"zzzOther","102","2",100000,30
"331",28.2164179002866,"zzzOther","100","2",62000,48
"332",39.2270647690166,"zzzOther","102","1",160000,52
"333",66.9824826931581,"14","141","1",0,0
"334",52.9237083988264,"14","100","1",150000,52
"335",49.9977941669058,"zzzOther","102","2",57000,52
"336",51.5253703761846,"zzzOther","141","1",63000,52
"337",59.3282234782819,"zzzOther","100","1",28200,49
"338",40.2553125496488,"zzzOther","106","1",20000,30
"339",55.0136210392229,"zzzOther","101","2",0,52
"340",43.0212723836303,"zzzOther","101","1",65000,52
"341",54.3518919560593,"zzzOther","141","1",62000,52
"342",51.0858345490415,"zzzOther","102","1",80000,52
"343",34.6971558225341,"zzzOther","102","1",22000,52
"344",62.6346942475066,"zzzOther","141","1",40500,52
"345",40.4898473653011,"zzzOther","102","1",72000,52
"346",44.1862885034643,"zzzOther","101","1",90000,50
"347",29.6350936004892,"zzzOther","100","1",6000,25
"348",55.5482964096591,"14","100","1",96000,52
"349",40.850698532071,"zzzOther","101","1",0,30
"350",45.8558817326557,"zzzOther","141","1",60000,48
"351",52.762668666197,"14","101","1",0,50
"352",55.8590295559261,"zzzOther","101","2",72000,52
"353",42.4149737309199,"zzzOther","102","1",55000,52
"354",43.6907632360235,"zzzOther","101","1",70000,52
"355",46.5433174853679,"zzzOther","101","1",85000,52
"356",36.0439514017198,"zzzOther","101","1",44000,52
"357",47.9520630638581,"zzzOther","102","1",93000,52
"358",40.0142193017527,"zzzOther","141","1",70000,28
"359",52.2880678079091,"zzzOther","102","1",0,0
"360",40.9875288857147,"zzzOther","101","2",0,0
"361",53.2517757993191,"zzzOther","106","2",39800,52
"362",52.4016379951499,"14","102","2",86000,52
"363",42.5402535304893,"zzzOther","101","1",0,0
"364",48.5221670384053,"zzzOther","101","1",64000,52
"365",51.3150199009106,"zzzOther","102","1",98000,52
"366",45.5441474989057,"zzzOther","100","2",47000,52
"367",59.057943939697,"zzzOther","100","1",107000,32
"368",43.2050314517692,"zzzOther","102","1",83000,52
"369",39.4837144310586,"zzzOther","101","1",75000,49
"370",48.9146862388588,"zzzOther","101","2",73000,52
"371",53.0449674001429,"zzzOther","101","1",73000,52
"372",50.2487443897408,"zzzOther","100","2",43900,52
"373",59.1760128976312,"zzzOther","141","1",90000,52
"374",53.1477688318118,"zzzOther","101","2",80000,52
"375",39.5979631154332,"zzzOther","100","1",42000,52
"376",51.4012585156597,"zzzOther","141","1",10000,52
"377",29.0238207362127,"zzzOther","141","1",68000,52
"378",65.3830086509697,"zzzOther","141","1",0,0
"379",67.0020170470234,"zzzOther","100","1",120000,42
"380",58.3591323103756,"zzzOther","100","2",135000,52
"381",34.7485760450363,"zzzOther","141","1",120000,52
"382",57.0298729373608,"zzzOther","101","1",55000,52
"383",39.4652240811847,"zzzOther","102","2",12000,50
"384",51.7194468907546,"zzzOther","141","1",48400,46
"385",46.9034348828718,"zzzOther","141","1",117000,52
"386",36.6632614892442,"zzzOther","100","2",120000,52
"387",62.8798791228328,"zzzOther","102","1",0,20
"388",39.3383713904768,"zzzOther","100","2",52000,52
"389",38.4541208909359,"14","141","1",60000,52
"390",37.712295974372,"zzzOther","141","2",60000,52
"391",39.4436206517275,"zzzOther","101","1",56000,50
"392",38.6839846228249,"zzzOther","141","1",37000,52
"393",55.1628596493974,"zzzOther","100","1",0,48
"394",40.1783061372116,"zzzOther","101","1",56000,50
"395",23.8270001104102,"zzzOther","100","1",35000,52
"396",38.2303043045104,"zzzOther","102","1",92000,52
"397",42.7440127003938,"zzzOther","100","1",58000,52
"398",38.7983368600253,"14","102","1",84000,52
"399",57.6051825485192,"zzzOther","102","1",3800,10
"400",31.9839853218291,"zzzOther","100","1",28000,36
"401",24.627607608214,"zzzOther","102","1",0,10
"402",56.1143960109912,"zzzOther","141","1",41000,52
"403",35.1732654361986,"zzzOther","106","1",2600,52
"404",43.1790101784281,"zzzOther","100","2",12600,40
"405",55.3434598362073,"16","101","1",55000,52
"406",52.9926097020507,"zzzOther","100","2",3400,4
"407",44.5263893578667,"zzzOther","102","1",56000,50
"408",45.308003193466,"zzzOther","101","1",60000,52
"409",44.4552437313832,"zzzOther","102","1",81000,52
"410",38.3060971563682,"zzzOther","141","1",82000,52
"411",42.628368176287,"14","100","2",0,52
"412",53.8105575866066,"16","102","1",104000,52
"413",40.5655129374936,"zzzOther","141","1",70000,52
"414",30.5206669799518,"zzzOther","101","1",39200,22
"415",31.7134875813499,"zzzOther","102","2",25000,52
"416",54.948311382439,"zzzOther","100","1",72000,52
"417",26.5072805664968,"zzzOther","100","2",30000,52
"418",33.2790809681173,"zzzOther","101","1",53000,52
"419",24.553462645039,"zzzOther","141","1",49900,52
"420",37.2364691223484,"14","100","1",80000,52
"421",56.501384859439,"zzzOther","141","1",60000,52
"422",33.4343288477976,"zzzOther","100","1",32000,52
"423",42.6664254704956,"zzzOther","141","1",90000,52
"424",47.4457970897201,"zzzOther","101","1",29900,20
"425",48.2418832846452,"zzzOther","100","2",104000,52
"426",37.5816897030454,"zzzOther","102","1",117000,52
"427",37.4779992077965,"zzzOther","141","2",59000,52
"428",30.6388037162833,"zzzOther","106","2",38100,52
"429",42.7351211332716,"zzzOther","100","1",34400,48
"430",45.5528460233472,"14","102","1",75000,52
"431",32.8905315785669,"zzzOther","102","1",100000,52
"432",31.8787489312235,"zzzOther","102","2",74000,52
"433",28.787046785932,"zzzOther","141","1",50000,34
"434",48.3828367548995,"zzzOther","101","2",70000,52
"435",46.2082948079333,"zzzOther","102","1",63000,52
"436",36.4526325580664,"zzzOther","102","1",62000,52
"437",30.5580204350408,"14","102","1",80000,52
"438",32.1547044359613,"14","102","2",50000,52
"439",32.5266263624653,"14","102","1",33000,52
"440",34.5345952424686,"zzzOther","102","2",20000,30
"441",44.7938770328183,"zzzOther","100","2",110000,52
"442",29.5499939811416,"zzzOther","141","1",120000,52
"443",40.7383877704851,"zzzOther","101","1",100000,52
"444",55.1987581863068,"zzzOther","102","2",65000,49
"445",36.5546824398916,"zzzOther","140","1",90000,52
"446",35.8812370726373,"zzzOther","102","1",133000,52
"447",34.8203620039858,"zzzOther","101","1",52000,48
"448",32.7777141074184,"zzzOther","106","2",40000,52
"449",42.4384673261084,"zzzOther","101","1",67000,52
"450",66.8290594262071,"14","141","1",86000,52
"451",41.9473406320903,"zzzOther","106","1",90000,52
"452",45.8394598229788,"zzzOther","101","2",45900,52
"453",27.5934019694105,"zzzOther","101","1",0,52
"454",54.6728281565011,"zzzOther","101","1",325000,52
"455",26.5210198699497,"14","102","1",70000,52
"456",48.5958985893521,"zzzOther","100","2",75000,52
"457",40.2369206959847,"14","102","1",95000,52
"458",48.522839537356,"zzzOther","141","1",93000,52
"459",22.0836275590118,"16","140","2",79000,50
"460",23.155850391835,"zzzOther","101","1",9000,12
"461",46.641913686879,"zzzOther","101","1",73000,52
"462",47.4771020519547,"zzzOther","102","2",54000,52
"463",31.7320170528255,"zzzOther","101","1",55000,52
"464",25.4536036951467,"zzzOther","101","1",5300,16
"465",34.4710783229675,"zzzOther","100","2",61000,52
"466",39.6314752767794,"zzzOther","101","1",81000,52
"467",32.7816389601212,"zzzOther","102","1",112000,52
"468",30.3552624920849,"zzzOther","101","2",51000,52
"469",29.4934467535932,"zzzOther","102","1",80000,50
"470",24.0598262711428,"zzzOther","140","1",44000,24
"471",68.6236470227595,"zzzOther","141","1",0,52
"472",31.2770635348279,"zzzOther","102","1",72000,52
"473",33.2062265244313,"zzzOther","101","1",102000,52
"474",33.2072884845547,"zzzOther","100","1",65000,30
"475",64.4956063323189,"zzzOther","102","1",74000,46
"476",29.8830660844687,"zzzOther","102","1",45000,40
"477",45.3698573573492,"zzzOther","100","1",96000,52
"478",43.6853286859114,"14","101","1",76000,52
"479",49.7504554765765,"14","102","1",95000,50
"480",21.6617187620141,"zzzOther","101","1",100000,50
"481",29.3383760240395,"zzzOther","102","1",30000,52
"482",41.5832168075722,"zzzOther","140","1",68000,52
"483",52.0406058507506,"zzzOther","101","2",47000,40
"484",36.2149978706148,"zzzOther","102","1",325000,52
"485",30.964835179504,"zzzOther","102","1",60000,52
"486",39.7315915811341,"zzzOther","101","1",45000,52
"487",42.6066365328152,"zzzOther","141","1",70000,52
"488",57.0666189808398,"zzzOther","101","1",100000,44
"489",44.1961678995285,"zzzOther","101","1",325000,40
"490",24.3857521647587,"zzzOther","102","1",42000,50
"491",51.509540424915,"zzzOther","141","1",0,52
"492",38.1055990320165,"14","141","1",108000,52
"493",46.4204596842173,"zzzOther","102","2",80000,52
"494",24.7510403741617,"zzzOther","100","1",15000,20
"495",26.029937491985,"zzzOther","141","1",62000,52
"496",46.7673260658048,"zzzOther","102","2",70000,52
"497",47.4609642291907,"14","102","1",118000,52
"498",48.7139835976996,"zzzOther","102","1",85000,52
"499",42.792648592731,"zzzOther","102","1",325000,52
"500",25.6574445513543,"14","141","1",50000,30
"501",52.0008836267516,"zzzOther","106","2",50000,52
"502",44.7225107422564,"zzzOther","102","2",39000,52
"503",54.1525621425826,"zzzOther","101","1",71000,52
"504",64.3735323674046,"zzzOther","106","1",83000,26
"505",24.7896321145818,"zzzOther","101","1",56000,52
"506",43.0418374070432,"14","102","1",65000,52
"507",44.1720030650031,"zzzOther","100","2",0,28
"508",57.2283530908171,"zzzOther","141","1",80000,5
"509",48.6105148673523,"zzzOther","141","1",68000,52
"510",31.1332533909008,"zzzOther","140","1",440,1
"511",34.2511738000903,"16","141","1",95000,52
"512",30.8676486848854,"zzzOther","102","1",50000,52
"513",38.4492029321846,"zzzOther","100","1",120000,52
"514",48.4545298488811,"zzzOther","100","2",2200,40
"515",41.0098699533846,"zzzOther","102","2",45700,52
"516",52.3378172852099,"zzzOther","141","1",45000,52
"517",39.2404689453542,"zzzOther","141","2",105000,52
"518",36.2813588590361,"zzzOther","140","1",68000,40
"519",44.0853694514371,"zzzOther","101","1",570,2
"520",59.4004303005058,"zzzOther","102","1",0,50
"521",45.9355363007635,"zzzOther","141","1",0,0
"522",41.1403761371039,"16","101","1",325000,40
"523",43.8921452828217,"14","102","1",100000,50
"524",48.6846643688623,"14","102","1",99000,52
"525",51.9712611127179,"zzzOther","100","2",153000,52
"526",57.8155717528425,"zzzOther","102","1",13200,26
"527",36.1899879130069,"zzzOther","100","2",0,52
"528",40.1691539443564,"zzzOther","106","1",70000,48
"529",36.9725001419429,"zzzOther","101","2",33100,50
"530",26.9878847198561,"zzzOther","101","1",32000,52
"531",59.4644671245478,"zzzOther","141","1",38000,52
