"age","educ","occ","sex","wageinc","wkswrkd"
"34.5342209371738","zzzOther","101","2","34500","41"
"59.0037674976047","zzzOther","100","2","41000","52"
"47.9043694362044","zzzOther","100","1","24000","40"
"35.9460077614058","zzzOther","102","1","64000","52"
"40.9646130059846","zzzOther","100","1","43000","48"
"27.2678416857962","zzzOther","100","1","11000","50"
"25.6259039798751","zzzOther","101","1","0","52"
"31.7857147965115","zzzOther","141","1","28000","52"
"33.0965605471283","zzzOther","100","2","0","52"
"30.2321631906088","zzzOther","101","2","40000","52"
"46.1009210860357","14","101","1","0","45"
"40.1507618324831","zzzOther","101","2","3900","38"
"49.4385803607292","14","101","1","62000","52"
"26.3665720196441","zzzOther","102","1","21000","50"
"69.3871826077811","zzzOther","141","1","0","0"
"25.7588077215478","zzzOther","100","1","50000","50"
"28.0738996285945","zzzOther","101","1","33000","52"
"35.0257587768137","14","102","1","42000","52"
"55.6069956207648","14","102","1","80000","52"
"39.9969579728786","zzzOther","100","1","40400","50"
"36.8314250777476","zzzOther","101","1","86000","52"
"29.3549446051475","zzzOther","102","1","48000","50"
"57.7652368312702","zzzOther","102","1","62000","52"
"27.81927349139","zzzOther","101","1","3600","40"
"23.4451553600375","zzzOther","102","1","0","52"
"37.6722524266224","zzzOther","100","1","12000","52"
"23.1790935974568","zzzOther","101","1","16000","52"
"23.4162836484611","zzzOther","140","1","40000","30"
"57.6178770249244","zzzOther","100","1","0","0"
"50.6609173307661","zzzOther","100","2","75000","45"
"38.9403566368856","zzzOther","101","1","45000","50"
"72.0229211882688","zzzOther","140","2","0","0"
"52.2167984293774","16","102","1","0","40"
"41.8427967894822","zzzOther","101","2","29100","32"
"29.9331975849345","zzzOther","101","2","10000","26"
"17.4386494879145","zzzOther","101","1","0","0"
"34.0613198832143","zzzOther","141","1","44000","52"
"21.6794439612422","zzzOther","140","1","13200","30"
"47.497854098212","zzzOther","102","1","0","52"
"40.4376735372934","zzzOther","102","1","40100","52"
"22.3074949113652","zzzOther","102","1","9500","52"
"21.2963901278563","zzzOther","100","1","10900","49"
"51.8527431883849","zzzOther","100","1","54000","52"
"32.6163300219923","zzzOther","102","1","48000","50"
"38.9805117598735","zzzOther","102","2","37000","48"
"44.5741900536232","zzzOther","101","1","42500","52"
"46.2904218020849","zzzOther","100","1","0","9"
"44.6474887197837","16","140","1","56000","36"
"55.256134328898","zzzOther","101","1","14600","48"
"28.8489566200878","zzzOther","100","1","48000","52"
"24.7122153537348","zzzOther","101","1","20000","52"
"31.6389274820685","zzzOther","101","1","40000","32"
"32.8868734005373","zzzOther","101","1","28000","52"
"29.7093341883738","zzzOther","102","2","40000","52"
"43.4555335973855","zzzOther","140","2","0","0"
"52.8418967223261","zzzOther","141","1","53000","52"
"35.6536372799892","zzzOther","101","2","0","29"
"47.1314386308659","zzzOther","102","1","133000","52"
"57.5936547715683","zzzOther","102","1","0","0"
"43.8691622279584","14","141","2","150000","52"
"43.0200135936029","zzzOther","100","2","42000","52"
"50.0564786554314","zzzOther","141","1","50000","52"
"54.4514242596924","zzzOther","141","1","73000","52"
"39.0418180990964","zzzOther","102","2","65000","52"
"55.2857260436285","14","100","1","325000","52"
"42.4498245925643","zzzOther","101","2","19000","52"
"64.5527969198301","zzzOther","106","1","0","0"
"58.5792064864654","14","100","1","45000","52"
"34.7923807702027","zzzOther","141","1","6400","52"
"38.3936099114362","zzzOther","101","1","40100","52"
"41.5193840020802","zzzOther","100","1","100000","52"
"41.6349526667036","zzzOther","102","1","40000","26"
"39.7712231318001","zzzOther","100","1","70000","52"
"59.3475728381891","zzzOther","102","1","36000","28"
"34.0797094134614","zzzOther","106","1","38000","52"
"40.5350437806919","zzzOther","141","1","42000","52"
"47.1601368379779","zzzOther","141","1","80000","52"
"60.5743348833639","zzzOther","102","2","0","0"
"32.214317639824","zzzOther","100","2","0","52"
"34.5422947972547","zzzOther","101","1","0","52"
"34.3607766362838","zzzOther","100","1","24000","52"
"46.0135864927433","zzzOther","100","1","32000","52"
"56.4870847696438","zzzOther","100","1","0","0"
"35.0243992831092","zzzOther","100","2","100000","52"
"38.8724988957401","zzzOther","101","1","20000","46"
"37.4446888861712","zzzOther","100","2","9000","30"
"59.799542149296","zzzOther","102","1","90000","52"
"55.4754037070088","zzzOther","100","1","120000","52"
"37.5457632052712","zzzOther","101","1","45000","52"
"53.4112226599827","zzzOther","101","1","100000","52"
"51.7862775055692","zzzOther","141","1","60000","52"
"36.2412580347154","14","102","1","93000","52"
"38.709594637854","zzzOther","102","2","68000","52"
"49.1477142500225","zzzOther","102","1","0","52"
"37.667151204776","zzzOther","141","1","56000","52"
"27.084196759155","zzzOther","100","1","15000","52"
"40.3759809383191","zzzOther","101","1","40000","52"
"66.6561882745009","16","100","1","0","48"
"31.1856011762284","zzzOther","101","1","72000","52"
"56.3922268380411","16","102","1","3600","40"
"40.6685732556507","zzzOther","100","1","90000","50"
"43.8841484801378","zzzOther","102","2","0","52"
"45.1131995851174","14","100","2","44000","36"
"57.3297647628933","zzzOther","101","2","12000","50"
"29.1516794760246","zzzOther","100","1","42000","52"
"31.7498050720897","zzzOther","100","2","40000","52"
"35.5337832120713","zzzOther","100","1","325000","52"
"32.5651116145309","14","101","2","47000","52"
"28.9373040245846","zzzOther","100","1","43000","52"
"37.7160116666928","zzzOther","101","1","8700","52"
"61.3225243587513","zzzOther","100","1","50000","52"
"32.0784976612777","zzzOther","100","1","0","0"
"69.3700740586501","zzzOther","101","1","3800","14"
"49.8570547646377","zzzOther","141","1","59000","52"
"42.4502434765454","zzzOther","141","1","92000","52"
"47.8215563402046","zzzOther","102","2","53000","52"
"38.3745978926308","zzzOther","100","1","25000","52"
"28.2799825167749","zzzOther","100","1","25000","52"
"28.9030266301706","zzzOther","101","1","47900","52"
"34.6373113659211","zzzOther","100","1","0","52"
"42.1048865793273","zzzOther","141","1","130000","52"
"46.4562664779369","zzzOther","101","1","104000","52"
"50.3684550954495","zzzOther","100","2","35000","52"
"38.6769626513124","zzzOther","141","1","130000","40"
"25.5082414906938","zzzOther","140","2","15000","52"
"25.2013686262071","zzzOther","102","1","30000","52"
"38.3477970957756","14","102","1","120000","52"
"24.5311015131883","zzzOther","100","2","18000","52"
"31.5587303829379","zzzOther","102","1","40000","52"
"34.012798513053","zzzOther","102","1","70000","52"
"19.6018984883558","zzzOther","100","2","4800","16"
"46.2579564419575","14","101","1","70000","52"
"29.2201774113346","zzzOther","102","1","61000","52"
"23.121567261871","zzzOther","100","1","1200","24"
"24.2638806537725","zzzOther","141","2","12000","25"
"39.679378306726","zzzOther","101","1","29000","52"
"34.9946301563177","zzzOther","100","1","78000","52"
"20.6772464748938","zzzOther","101","1","5000","30"
"21.8124664141797","zzzOther","102","1","4000","12"
"29.7249293795321","zzzOther","101","1","2500","2"
"29.7027972845826","zzzOther","101","1","45000","52"
"36.8181212451309","zzzOther","106","2","60000","52"
"56.0207084645517","14","101","2","44100","29"
"51.7497788479086","zzzOther","100","2","26000","52"
"47.2752108224668","14","100","1","60000","42"
"32.6154241797049","14","100","1","56000","52"
"36.112405649852","zzzOther","101","1","24000","52"
"33.045863684034","zzzOther","101","1","36000","52"
"46.2551374945324","zzzOther","106","1","24000","12"
"30.1685293102637","zzzOther","100","1","12200","24"
"37.7872614176013","zzzOther","102","1","63000","52"
"38.6325219972059","zzzOther","100","1","35000","52"
"50.6960705106612","zzzOther","102","1","68000","52"
"55.2679397247266","zzzOther","100","2","44000","52"
"40.1030054620933","zzzOther","101","1","62000","52"
"30.5818928647786","zzzOther","100","2","84000","52"
"38.8692685943097","zzzOther","100","2","45000","52"
"42.5386937246658","zzzOther","100","2","34000","52"
"52.9231695905328","zzzOther","102","1","5000","52"
"32.3118601236492","zzzOther","102","1","50000","52"
"46.2055667559616","zzzOther","106","1","0","52"
"30.3455766609404","14","141","2","55000","52"
"44.946843221318","16","102","1","45000","52"
"43.6511257076636","zzzOther","101","1","12000","52"
"40.7601050832309","14","102","1","85000","52"
"43.2232705038041","zzzOther","102","2","48000","52"
"48.1564539163373","zzzOther","101","2","26000","26"
"45.0416661647614","zzzOther","100","2","48700","50"
"36.6717543138657","zzzOther","102","2","0","0"
"33.2612220568117","14","102","1","100000","48"
"29.3808213418815","zzzOther","100","1","78000","52"
"51.7261238249484","zzzOther","100","2","49900","46"
"37.1283439914696","zzzOther","102","1","60000","52"
"32.8015727428719","zzzOther","141","1","2200","35"
"48.1518479378428","14","100","2","22600","26"
"48.0605027698912","zzzOther","101","1","30000","25"
"29.3863089294173","zzzOther","100","2","27300","52"
"29.8365392975975","zzzOther","100","1","32000","48"
"34.0854124864563","zzzOther","100","2","27500","52"
"46.6093854599167","zzzOther","100","1","50000","52"
"22.2973345173523","zzzOther","101","1","8000","8"
"22.2849010527134","zzzOther","101","1","5000","30"
"23.4493994018994","zzzOther","102","1","16000","37"
"49.7116284905933","zzzOther","100","2","34800","52"
"26.3078524484299","zzzOther","101","1","10000","52"
"24.700053753797","zzzOther","100","1","11000","52"
"21.8689588152338","zzzOther","141","1","4000","16"
"29.7348177139647","14","140","1","56000","45"
"33.9681711948942","zzzOther","102","2","24000","48"
"39.6933590774424","14","106","2","30000","52"
"51.7990526759531","zzzOther","141","1","30000","52"
"69.5502454412635","16","100","1","0","20"
"19.0045629132073","zzzOther","140","1","0","0"
"23.5409462060779","zzzOther","101","1","18000","52"
"42.8697085389867","zzzOther","106","1","99000","52"
"28.7079150634818","zzzOther","101","1","23000","50"
"31.6071044621058","zzzOther","101","1","32000","52"
"62.7531024024356","zzzOther","102","2","41300","52"
"34.617379370844","zzzOther","101","1","32000","47"
"45.999346002005","zzzOther","100","1","32000","52"
"36.0553698216099","zzzOther","100","1","85000","52"
"56.3555687062908","zzzOther","140","1","26000","24"
"32.6949026002549","zzzOther","102","1","0","0"
"48.4037368181162","zzzOther","100","2","41000","52"
"39.8214819317218","14","141","1","76000","22"
"20.8331786973868","zzzOther","100","2","3000","52"
"51.927045088727","zzzOther","102","1","68000","52"
"20.4352765001822","zzzOther","101","2","4800","12"
"20.2613874212839","zzzOther","100","1","7200","52"
"44.0973458955996","14","101","1","42000","52"
"24.6900744270533","zzzOther","101","1","47000","52"
"48.1589979317505","zzzOther","100","1","46000","52"
"33.1947917777579","zzzOther","100","2","23100","50"
"57.153538413113","zzzOther","102","1","41400","52"
"22.1206296465825","zzzOther","101","2","9600","12"
"53.9835522042122","zzzOther","100","1","48000","52"
"55.8897214450408","zzzOther","100","2","40000","52"
"37.8280367096886","zzzOther","101","1","50000","52"
"30.3324663732201","zzzOther","100","2","68000","52"
"33.6539000654593","14","102","1","65000","52"
"48.3958782183472","zzzOther","102","1","104000","52"
"43.4462346162181","zzzOther","102","1","88000","52"
"47.1987597201951","zzzOther","102","2","100000","30"
"28.2164179002866","zzzOther","100","2","62000","48"
"39.2270647690166","zzzOther","102","1","160000","52"
"66.9824826931581","14","141","1","0","0"
"52.9237083988264","14","100","1","150000","52"
"49.9977941669058","zzzOther","102","2","57000","52"
"51.5253703761846","zzzOther","141","1","63000","52"
"59.3282234782819","zzzOther","100","1","28200","49"
"40.2553125496488","zzzOther","106","1","20000","30"
"55.0136210392229","zzzOther","101","2","0","52"
"43.0212723836303","zzzOther","101","1","65000","52"
"54.3518919560593","zzzOther","141","1","62000","52"
"51.0858345490415","zzzOther","102","1","80000","52"
"34.6971558225341","zzzOther","102","1","22000","52"
"62.6346942475066","zzzOther","141","1","40500","52"
"40.4898473653011","zzzOther","102","1","72000","52"
"44.1862885034643","zzzOther","101","1","90000","50"
"29.6350936004892","zzzOther","100","1","6000","25"
"55.5482964096591","14","100","1","96000","52"
"40.850698532071","zzzOther","101","1","0","30"
"45.8558817326557","zzzOther","141","1","60000","48"
"52.762668666197","14","101","1","0","50"
"55.8590295559261","zzzOther","101","2","72000","52"
"42.4149737309199","zzzOther","102","1","55000","52"
"43.6907632360235","zzzOther","101","1","70000","52"
"46.5433174853679","zzzOther","101","1","85000","52"
"36.0439514017198","zzzOther","101","1","44000","52"
"47.9520630638581","zzzOther","102","1","93000","52"
"40.0142193017527","zzzOther","141","1","70000","28"
"52.2880678079091","zzzOther","102","1","0","0"
"40.9875288857147","zzzOther","101","2","0","0"
"53.2517757993191","zzzOther","106","2","39800","52"
"52.4016379951499","14","102","2","86000","52"
"42.5402535304893","zzzOther","101","1","0","0"
"48.5221670384053","zzzOther","101","1","64000","52"
"51.3150199009106","zzzOther","102","1","98000","52"
"45.5441474989057","zzzOther","100","2","47000","52"
"59.057943939697","zzzOther","100","1","107000","32"
"43.2050314517692","zzzOther","102","1","83000","52"
"39.4837144310586","zzzOther","101","1","75000","49"
"48.9146862388588","zzzOther","101","2","73000","52"
"53.0449674001429","zzzOther","101","1","73000","52"
"50.2487443897408","zzzOther","100","2","43900","52"
"59.1760128976312","zzzOther","141","1","90000","52"
"53.1477688318118","zzzOther","101","2","80000","52"
"39.5979631154332","zzzOther","100","1","42000","52"
"51.4012585156597","zzzOther","141","1","10000","52"
"29.0238207362127","zzzOther","141","1","68000","52"
"65.3830086509697","zzzOther","141","1","0","0"
"67.0020170470234","zzzOther","100","1","120000","42"
"58.3591323103756","zzzOther","100","2","135000","52"
"34.7485760450363","zzzOther","141","1","120000","52"
"57.0298729373608","zzzOther","101","1","55000","52"
"39.4652240811847","zzzOther","102","2","12000","50"
"51.7194468907546","zzzOther","141","1","48400","46"
"46.9034348828718","zzzOther","141","1","117000","52"
"36.6632614892442","zzzOther","100","2","120000","52"
"62.8798791228328","zzzOther","102","1","0","20"
"39.3383713904768","zzzOther","100","2","52000","52"
"38.4541208909359","14","141","1","60000","52"
"37.712295974372","zzzOther","141","2","60000","52"
"39.4436206517275","zzzOther","101","1","56000","50"
"38.6839846228249","zzzOther","141","1","37000","52"
"55.1628596493974","zzzOther","100","1","0","48"
"40.1783061372116","zzzOther","101","1","56000","50"
"23.8270001104102","zzzOther","100","1","35000","52"
"38.2303043045104","zzzOther","102","1","92000","52"
"42.7440127003938","zzzOther","100","1","58000","52"
"38.7983368600253","14","102","1","84000","52"
"57.6051825485192","zzzOther","102","1","3800","10"
"31.9839853218291","zzzOther","100","1","28000","36"
"24.627607608214","zzzOther","102","1","0","10"
"56.1143960109912","zzzOther","141","1","41000","52"
"35.1732654361986","zzzOther","106","1","2600","52"
"43.1790101784281","zzzOther","100","2","12600","40"
"55.3434598362073","16","101","1","55000","52"
"52.9926097020507","zzzOther","100","2","3400","4"
"44.5263893578667","zzzOther","102","1","56000","50"
"45.308003193466","zzzOther","101","1","60000","52"
"44.4552437313832","zzzOther","102","1","81000","52"
"38.3060971563682","zzzOther","141","1","82000","52"
"42.628368176287","14","100","2","0","52"
"53.8105575866066","16","102","1","104000","52"
"40.5655129374936","zzzOther","141","1","70000","52"
"30.5206669799518","zzzOther","101","1","39200","22"
"31.7134875813499","zzzOther","102","2","25000","52"
"54.948311382439","zzzOther","100","1","72000","52"
"26.5072805664968","zzzOther","100","2","30000","52"
"33.2790809681173","zzzOther","101","1","53000","52"
"24.553462645039","zzzOther","141","1","49900","52"
"37.2364691223484","14","100","1","80000","52"
"56.501384859439","zzzOther","141","1","60000","52"
"33.4343288477976","zzzOther","100","1","32000","52"
"42.6664254704956","zzzOther","141","1","90000","52"
"47.4457970897201","zzzOther","101","1","29900","20"
"48.2418832846452","zzzOther","100","2","104000","52"
"37.5816897030454","zzzOther","102","1","117000","52"
"37.4779992077965","zzzOther","141","2","59000","52"
"30.6388037162833","zzzOther","106","2","38100","52"
"42.7351211332716","zzzOther","100","1","34400","48"
"45.5528460233472","14","102","1","75000","52"
"32.8905315785669","zzzOther","102","1","100000","52"
"31.8787489312235","zzzOther","102","2","74000","52"
"28.787046785932","zzzOther","141","1","50000","34"
"48.3828367548995","zzzOther","101","2","70000","52"
"46.2082948079333","zzzOther","102","1","63000","52"
"36.4526325580664","zzzOther","102","1","62000","52"
"30.5580204350408","14","102","1","80000","52"
"32.1547044359613","14","102","2","50000","52"
"32.5266263624653","14","102","1","33000","52"
"34.5345952424686","zzzOther","102","2","20000","30"
"44.7938770328183","zzzOther","100","2","110000","52"
"29.5499939811416","zzzOther","141","1","120000","52"
"40.7383877704851","zzzOther","101","1","100000","52"
"55.1987581863068","zzzOther","102","2","65000","49"
"36.5546824398916","zzzOther","140","1","90000","52"
"35.8812370726373","zzzOther","102","1","133000","52"
"34.8203620039858","zzzOther","101","1","52000","48"
"32.7777141074184","zzzOther","106","2","40000","52"
"42.4384673261084","zzzOther","101","1","67000","52"
"66.8290594262071","14","141","1","86000","52"
"41.9473406320903","zzzOther","106","1","90000","52"
"45.8394598229788","zzzOther","101","2","45900","52"
"27.5934019694105","zzzOther","101","1","0","52"
"54.6728281565011","zzzOther","101","1","325000","52"
"26.5210198699497","14","102","1","70000","52"
"48.5958985893521","zzzOther","100","2","75000","52"
"40.2369206959847","14","102","1","95000","52"
"48.522839537356","zzzOther","141","1","93000","52"
"22.0836275590118","16","140","2","79000","50"
"23.155850391835","zzzOther","101","1","9000","12"
"46.641913686879","zzzOther","101","1","73000","52"
"47.4771020519547","zzzOther","102","2","54000","52"
"31.7320170528255","zzzOther","101","1","55000","52"
"25.4536036951467","zzzOther","101","1","5300","16"
"34.4710783229675","zzzOther","100","2","61000","52"
"39.6314752767794","zzzOther","101","1","81000","52"
"32.7816389601212","zzzOther","102","1","112000","52"
"30.3552624920849","zzzOther","101","2","51000","52"
"29.4934467535932","zzzOther","102","1","80000","50"
"24.0598262711428","zzzOther","140","1","44000","24"
"68.6236470227595","zzzOther","141","1","0","52"
"31.2770635348279","zzzOther","102","1","72000","52"
"33.2062265244313","zzzOther","101","1","102000","52"
"33.2072884845547","zzzOther","100","1","65000","30"
"64.4956063323189","zzzOther","102","1","74000","46"
"29.8830660844687","zzzOther","102","1","45000","40"
"45.3698573573492","zzzOther","100","1","96000","52"
"43.6853286859114","14","101","1","76000","52"
"49.7504554765765","14","102","1","95000","50"
"21.6617187620141","zzzOther","101","1","100000","50"
"29.3383760240395","zzzOther","102","1","30000","52"
"41.5832168075722","zzzOther","140","1","68000","52"
"52.0406058507506","zzzOther","101","2","47000","40"
"36.2149978706148","zzzOther","102","1","325000","52"
"30.964835179504","zzzOther","102","1","60000","52"
"39.7315915811341","zzzOther","101","1","45000","52"
"42.6066365328152","zzzOther","141","1","70000","52"
"57.0666189808398","zzzOther","101","1","100000","44"
"44.1961678995285","zzzOther","101","1","325000","40"
"24.3857521647587","zzzOther","102","1","42000","50"
"51.509540424915","zzzOther","141","1","0","52"
"38.1055990320165","14","141","1","108000","52"
"46.4204596842173","zzzOther","102","2","80000","52"
"24.7510403741617","zzzOther","100","1","15000","20"
"26.029937491985","zzzOther","141","1","62000","52"
"46.7673260658048","zzzOther","102","2","70000","52"
"47.4609642291907","14","102","1","118000","52"
"48.7139835976996","zzzOther","102","1","85000","52"
"42.792648592731","zzzOther","102","1","325000","52"
"25.6574445513543","14","141","1","50000","30"
"52.0008836267516","zzzOther","106","2","50000","52"
"44.7225107422564","zzzOther","102","2","39000","52"
"54.1525621425826","zzzOther","101","1","71000","52"
"64.3735323674046","zzzOther","106","1","83000","26"
"24.7896321145818","zzzOther","101","1","56000","52"
"43.0418374070432","14","102","1","65000","52"
"44.1720030650031","zzzOther","100","2","0","28"
"57.2283530908171","zzzOther","141","1","80000","5"
"48.6105148673523","zzzOther","141","1","68000","52"
"31.1332533909008","zzzOther","140","1","440","1"
"34.2511738000903","16","141","1","95000","52"
"30.8676486848854","zzzOther","102","1","50000","52"
"38.4492029321846","zzzOther","100","1","120000","52"
"48.4545298488811","zzzOther","100","2","2200","40"
"41.0098699533846","zzzOther","102","2","45700","52"
"52.3378172852099","zzzOther","141","1","45000","52"
"39.2404689453542","zzzOther","141","2","105000","52"
"36.2813588590361","zzzOther","140","1","68000","40"
"44.0853694514371","zzzOther","101","1","570","2"
"59.4004303005058","zzzOther","102","1","0","50"
"45.9355363007635","zzzOther","141","1","0","0"
"41.1403761371039","16","101","1","325000","40"
"43.8921452828217","14","102","1","100000","50"
"48.6846643688623","14","102","1","99000","52"
"51.9712611127179","zzzOther","100","2","153000","52"
"57.8155717528425","zzzOther","102","1","13200","26"
"36.1899879130069","zzzOther","100","2","0","52"
"40.1691539443564","zzzOther","106","1","70000","48"
"36.9725001419429","zzzOther","101","2","33100","50"
"26.9878847198561","zzzOther","101","1","32000","52"
"59.4644671245478","zzzOther","141","1","38000","52"
"25.3150888299569","zzzOther","101","1","0","0"
"27.3232905205805","zzzOther","102","1","0","0"
"22.2174769684207","zzzOther","100","1","24000","50"
"49.6610934815835","zzzOther","141","1","90000","52"
"49.4654227220453","zzzOther","102","1","11300","52"
"39.9375266567804","zzzOther","100","1","70000","52"
"50.8730025056284","zzzOther","100","1","42000","52"
"45.4220281278249","zzzOther","102","1","30100","16"
"54.3331148717552","zzzOther","100","1","0","40"
"26.444126162678","zzzOther","100","2","10000","10"
"36.3265402400866","zzzOther","100","1","0","51"
"33.2200287755113","zzzOther","101","1","10000","35"
"47.6454123375006","14","141","1","90000","52"
"45.398269288009","14","102","1","70000","52"
"24.9062536966521","zzzOther","102","1","45000","52"
"52.1787239199039","zzzOther","102","1","96000","52"
"52.9967213899363","zzzOther","102","1","80000","52"
"22.265783134615","zzzOther","101","1","20000","48"
"41.1268059718423","zzzOther","141","1","53000","52"
"36.2428017864004","zzzOther","102","1","46000","49"
"46.5118865210097","zzzOther","101","1","37600","52"
"48.6567336651497","14","140","1","65000","52"
"30.8509256788529","zzzOther","141","1","60000","51"
"35.1985684109386","zzzOther","102","2","45700","52"
"21.9516857354902","zzzOther","140","1","4400","16"
"44.7559677369427","zzzOther","141","1","75000","52"
"62.1019707233645","zzzOther","141","1","30000","26"
"47.146898756735","zzzOther","102","1","43500","52"
"49.5779172023758","zzzOther","100","1","56000","52"
"52.1007688355166","zzzOther","101","1","5300","8"
"46.5684306784533","zzzOther","141","1","50000","52"
"31.6490200145636","zzzOther","102","1","45000","40"
"25.1947162603028","zzzOther","141","2","55000","52"
"58.0118639639113","zzzOther","101","2","89000","42"
"24.4808654719964","zzzOther","101","1","13200","51"
"28.4572781298775","zzzOther","101","1","1300","26"
"31.2289943427313","16","102","1","75000","52"
"41.9487081593834","14","141","1","95000","52"
"44.8784737719689","zzzOther","141","2","105000","52"
"42.9010295162443","zzzOther","102","1","62000","52"
"63.9232595041394","zzzOther","141","1","0","0"
"62.4283911590464","zzzOther","102","1","35000","52"
"48.767752578482","zzzOther","102","2","0","50"
"40.690940247383","14","101","2","15000","40"
